source_id	url	citation_text
S79	https://arxiv.org/abs/2211.03375	Fang, H.-S., Li, J., Tang, H., Xu, C., Zhu, H., Xiu, Y., Li, Y.-L., & Lu, C. (2023). AlphaPose: Whole-Body Regional Multi-Person Pose Estimation and Tracking in Real-Time. *IEEE Transactions on Pattern Analysis and Machine Intelligence, 45*(6), 7157–7173. https://doi.org/10.1109/TPAMI.2022.3222784 · https://arxiv.org/abs/2211.03375
S80	https://arxiv.org/abs/2305.20091	Goel, S., Pavlakos, G., Rajasegaran, J., Kanazawa, A., & Malik, J. (2023). Humans in 4D: Reconstructing and Tracking Humans with Transformers. In *IEEE/CVF International Conference on Computer Vision (ICCV)*. https://arxiv.org/abs/2305.20091
S81	https://research.adobe.com/publication/synergistic-global-space-camera-and-human-reconstruction-from-videos/	Zhao, Q., Liu, C., Gong, Z., Weng, J., Li, T., & Tan, P. (2024). Synergistic Global-Space Camera and Human Reconstruction from Videos. In *IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)*. https://research.adobe.com/publication/synergistic-global-space-camera-and-human-reconstruction-from-videos/
S82	https://doi.org/10.1007/978-3-030-58536-5_24	Teed, Z., & Deng, J. (2020). RAFT: Recurrent All-Pairs Field Transforms for Optical Flow. In *European Conference on Computer Vision (ECCV)*. https://doi.org/10.1007/978-3-030-58536-5_24 · https://www.ecva.net/papers/eccv_2020/papers_ECCV/html/3526_ECCV_2020_paper.php
S82	https://www.ecva.net/papers/eccv_2020/papers_ECCV/html/3526_ECCV_2020_paper.php	Teed, Z., & Deng, J. (2020). RAFT: Recurrent All-Pairs Field Transforms for Optical Flow. In *European Conference on Computer Vision (ECCV)*. https://doi.org/10.1007/978-3-030-58536-5_24 · https://www.ecva.net/papers/eccv_2020/papers_ECCV/html/3526_ECCV_2020_paper.php
S83	https://colmap.github.io/	Schönberger, J. L., & Frahm, J.-M. (2016). Structure-from-Motion Revisited. In *IEEE Conference on Computer Vision and Pattern Recognition (CVPR)*. COLMAP documentation: https://colmap.github.io/
S84	https://arxiv.org/abs/2008.04838	Souček, T., & Lokoč, J. (2020). TransNet V2: An Effective Deep Network Architecture for Fast Shot Transition Detection. *arXiv preprint arXiv:2008.04838*. https://arxiv.org/abs/2008.04838
S85	https://doi.org/10.1007/978-3-030-58548-8_41	Huang, Q., Xiong, Y., Rao, A., Wang, J., & Lin, D. (2020). MovieNet: A Holistic Dataset for Movie Understanding. In *European Conference on Computer Vision (ECCV)*. https://doi.org/10.1007/978-3-030-58548-8_41 · https://movienet.github.io/projects/eccv20movienet.html
S85	https://movienet.github.io/projects/eccv20movienet.html	Huang, Q., Xiong, Y., Rao, A., Wang, J., & Lin, D. (2020). MovieNet: A Holistic Dataset for Movie Understanding. In *European Conference on Computer Vision (ECCV)*. https://doi.org/10.1007/978-3-030-58548-8_41 · https://movienet.github.io/projects/eccv20movienet.html
S86	https://arxiv.org/abs/2004.02678	Rao, A., Xu, L., Xiong, Y., Xu, G., Huang, Q., Zhou, B., & Lin, D. (2020). A Local-to-Global Approach to Multi-Modal Movie Scene Segmentation. In *IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)*. https://arxiv.org/abs/2004.02678
S87	https://doi.org/10.5244/C.35.49	Yi, F., Wen, H., & Jiang, T. (2021). ASFormer: Transformer for Action Segmentation. In *British Machine Vision Conference (BMVC)*. https://doi.org/10.5244/C.35.49 · https://bmva-archive.org.uk/bmvc/2021/conference/papers/paper_0183.html
S87	https://bmva-archive.org.uk/bmvc/2021/conference/papers/paper_0183.html	Yi, F., Wen, H., & Jiang, T. (2021). ASFormer: Transformer for Action Segmentation. In *British Machine Vision Conference (BMVC)*. https://doi.org/10.5244/C.35.49 · https://bmva-archive.org.uk/bmvc/2021/conference/papers/paper_0183.html
S88	https://doi.org/10.1007/978-3-031-19772-7_29	Zhang, C.-L., Wu, J., & Li, Y. (2022). ActionFormer: Localizing Moments of Actions with Transformers. In *European Conference on Computer Vision (ECCV)*. https://doi.org/10.1007/978-3-031-19772-7_29 · https://www.ecva.net/papers/eccv_2022/papers_ECCV/html/7278_ECCV_2022_paper.php
S88	https://www.ecva.net/papers/eccv_2022/papers_ECCV/html/7278_ECCV_2022_paper.php	Zhang, C.-L., Wu, J., & Li, Y. (2022). ActionFormer: Localizing Moments of Actions with Transformers. In *European Conference on Computer Vision (ECCV)*. https://doi.org/10.1007/978-3-031-19772-7_29 · https://www.ecva.net/papers/eccv_2022/papers_ECCV/html/7278_ECCV_2022_paper.php
S89	https://arxiv.org/abs/2212.04356	Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I. (2022). Robust Speech Recognition via Large-Scale Weak Supervision. *arXiv preprint arXiv:2212.04356*. https://arxiv.org/abs/2212.04356 · https://github.com/openai/whisper
S89	https://github.com/openai/whisper	Radford, A., Kim, J. W., Xu, T., Brockman, G., McLeavey, C., & Sutskever, I. (2022). Robust Speech Recognition via Large-Scale Weak Supervision. *arXiv preprint arXiv:2212.04356*. https://arxiv.org/abs/2212.04356 · https://github.com/openai/whisper
S90	https://openaccess.thecvf.com/content/CVPR2024/html/Grauman_Ego-Exo4D_Understanding_Skilled_Human_Activity_from_First-_and_Third-Person_Perspectives_CVPR_2024_paper.html	Grauman, K., Westbury, A., Torresani, L., et al. (2024). Ego-Exo4D: Understanding Skilled Human Activity from First- and Third-Person Perspectives. In *IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)*, 19383–19400. https://openaccess.thecvf.com/content/CVPR2024/html/Grauman_Ego-Exo4D_Understanding_Skilled_Human_Activity_from_First-_and_Third-Person_Perspectives_CVPR_2024_paper.html
S91	https://doi.org/10.1109/CVPR42600.2020.00544	Chong, E., Ruiz, N., Wang, Y., Zhang, Y., Rozga, A., & Rehg, J. M. (2020). Detecting Attended Visual Targets in Video. In *IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)*. https://doi.org/10.1109/CVPR42600.2020.00544
S92	https://opentimelineio.readthedocs.io/en/latest/	Academy Software Foundation. (2026). *OpenTimelineIO Documentation*. Accessed July 18, 2026. https://opentimelineio.readthedocs.io/en/latest/
